# tau_n,Omegabh2,p_npdg,p_dpHe3g,Yp,DoH,He3oH,Li7oH
8.800457e+02,2.264494e-02,9.959387e-01,2.363243e-01,2.472867e-01,2.458107e+00,1.040138e+00,5.565288e+00
8.788926e+02,2.231361e-02,-6.045986e-01,-9.431599e-01,2.468960e-01,2.546738e+00,1.037447e+00,5.232352e+00
8.795998e+02,2.256780e-02,-1.842384e+00,-2.277655e-01,2.471477e-01,2.488510e+00,1.036573e+00,5.387995e+00
8.793845e+02,2.235360e-02,-1.916597e+00,7.722115e-01,2.470190e-01,2.510141e+00,1.050746e+00,5.358159e+00
8.795883e+02,2.244444e-02,-1.259413e+00,1.018206e-01,2.471034e-01,2.507132e+00,1.043058e+00,5.363808e+00
8.789000e+02,2.219131e-02,-1.313168e+00,-1.412641e+00,2.468474e-01,2.577606e+00,1.036117e+00,5.114999e+00
8.784463e+02,2.217194e-02,-1.546108e-01,-1.315029e+00,2.467442e-01,2.578243e+00,1.038044e+00,5.147189e+00
8.781562e+02,2.236896e-02,-1.188880e+00,-1.381164e+00,2.467747e-01,2.545197e+00,1.031912e+00,5.207523e+00
8.787296e+02,2.244828e-02,-7.027550e-01,4.914526e-01,2.469238e-01,2.494038e+00,1.046422e+00,5.418569e+00
8.791248e+02,2.230604e-02,-7.740859e-01,2.063895e+00,2.469502e-01,2.487959e+00,1.064081e+00,5.482885e+00
8.792241e+02,2.210704e-02,-4.405079e-01,1.362458e+00,2.468797e-01,2.541985e+00,1.062899e+00,5.323286e+00
8.805623e+02,2.209596e-02,1.322504e+00,-1.895985e+00,2.471479e-01,2.605854e+00,1.036514e+00,5.109057e+00
8.800636e+02,2.208593e-02,6.619476e-01,1.421076e+00,2.470509e-01,2.539038e+00,1.064409e+00,5.362057e+00
8.788227e+02,2.203486e-02,1.612942e-02,9.364004e-01,2.467716e-01,2.559460e+00,1.061174e+00,5.264739e+00
8.796086e+02,2.231642e-02,-4.610263e-01,-1.545300e+00,2.470432e-01,2.559903e+00,1.032757e+00,5.190125e+00
8.791558e+02,2.246876e-02,-4.332327e-01,-3.032016e-01,2.470138e-01,2.505530e+00,1.039173e+00,5.371126e+00
8.792294e+02,2.229799e-02,3.277465e-01,1.095522e+00,2.469706e-01,2.505535e+00,1.055857e+00,5.432667e+00
8.795112e+02,2.196094e-02,5.841691e-01,5.504335e-01,2.468849e-01,2.580032e+00,1.059992e+00,5.215744e+00
8.797715e+02,2.227139e-02,-9.076175e-01,-1.309095e+00,2.470645e-01,2.566723e+00,1.035695e+00,5.169360e+00
8.791964e+02,2.227558e-02,3.648076e-02,6.107422e-01,2.469497e-01,2.524318e+00,1.052245e+00,5.362256e+00
8.800383e+02,2.261440e-02,-2.031620e+00,-2.137501e+00,2.472552e-01,2.520045e+00,1.019512e+00,5.243942e+00
8.787148e+02,2.208143e-02,2.117138e-01,-2.228222e-01,2.467688e-01,2.574703e+00,1.050077e+00,5.197122e+00
8.794038e+02,2.224140e-02,7.621492e-01,1.137957e+00,2.469777e-01,2.515252e+00,1.058201e+00,5.413222e+00
8.809586e+02,2.255588e-02,-2.800686e-01,1.839422e-02,2.474294e-01,2.482695e+00,1.039850e+00,5.461511e+00
8.795338e+02,2.236750e-02,1.816527e+00,-4.989375e-01,2.470672e-01,2.523027e+00,1.041402e+00,5.375266e+00
8.802599e+02,2.238450e-02,-8.812384e-01,8.893463e-01,2.472184e-01,2.497530e+00,1.051557e+00,5.420686e+00
8.794549e+02,2.231719e-02,2.174404e-01,9.747518e-01,2.470272e-01,2.505512e+00,1.054258e+00,5.429836e+00
8.797485e+02,2.234949e-02,-3.582475e-02,1.310040e+00,2.470968e-01,2.496226e+00,1.056659e+00,5.462277e+00
8.793659e+02,2.241664e-02,-1.002977e-01,8.743424e-01,2.470441e-01,2.491965e+00,1.051036e+00,5.457891e+00
8.792978e+02,2.217858e-02,-1.143222e-01,1.081375e+00,2.469273e-01,2.532596e+00,1.058916e+00,5.345637e+00
8.789323e+02,2.243171e-02,1.071050e-01,7.329086e-01,2.469620e-01,2.490428e+00,1.049562e+00,5.455490e+00
8.796582e+02,2.209405e-02,8.479587e-01,2.655286e-01,2.469687e-01,2.560361e+00,1.054052e+00,5.273718e+00
8.788891e+02,2.234926e-02,1.377736e+00,8.950900e-02,2.469252e-01,2.513869e+00,1.046219e+00,5.405831e+00
8.797994e+02,2.232681e-02,-2.250245e-03,-2.372597e-01,2.470965e-01,2.530661e+00,1.043491e+00,5.321453e+00
8.800512e+02,2.220756e-02,8.153161e-01,-1.212368e+00,2.470978e-01,2.569742e+00,1.038924e+00,5.202052e+00
8.796199e+02,2.229660e-02,-7.017669e-01,-9.553115e-01,2.470407e-01,2.554335e+00,1.038245e+00,5.213970e+00
8.792283e+02,2.220662e-02,7.659555e-01,-2.820145e-01,2.469261e-01,2.551252e+00,1.046428e+00,5.278282e+00
8.796724e+02,2.213924e-02,-7.619915e-01,2.414522e-01,2.469860e-01,2.558379e+00,1.051981e+00,5.238948e+00
8.792148e+02,2.224696e-02,1.090660e+00,1.440813e+00,2.469491e-01,2.506559e+00,1.060703e+00,5.457126e+00
8.799613e+02,2.213440e-02,2.210641e+00,-4.179723e-02,2.470516e-01,2.560732e+00,1.051720e+00,5.300545e+00
8.783012e+02,2.234842e-02,-1.220839e-01,1.003476e+00,2.467982e-01,2.497092e+00,1.053355e+00,5.432671e+00
8.791986e+02,2.212749e-02,-2.192543e+00,1.079316e+00,2.468779e-01,2.546931e+00,1.059087e+00,5.250176e+00
8.782055e+02,2.240680e-02,-5.480729e-01,-2.314468e-01,2.467909e-01,2.513634e+00,1.041105e+00,5.340100e+00
8.785030e+02,2.212278e-02,1.231875e+00,5.946902e-01,2.467468e-01,2.547768e+00,1.056825e+00,5.309235e+00
8.802183e+02,2.221506e-02,5.530768e-01,-2.435280e-01,2.471395e-01,2.550998e+00,1.046692e+00,5.281830e+00
8.799371e+02,2.220631e-02,2.489136e-01,1.322136e+00,2.470814e-01,2.517969e+00,1.060094e+00,5.405694e+00
8.789683e+02,2.249877e-02,1.008668e+00,6.358433e-01,2.470074e-01,2.475369e+00,1.047348e+00,5.518484e+00
8.784985e+02,2.234954e-02,4.844534e-01,-1.190484e+00,2.468386e-01,2.541660e+00,1.034854e+00,5.268166e+00
8.776213e+02,2.226824e-02,1.217725e+00,1.615247e-01,2.466262e-01,2.527881e+00,1.048742e+00,5.359576e+00
8.790739e+02,2.237481e-02,9.194237e-01,1.648112e+00,2.469719e-01,2.476565e+00,1.059075e+00,5.544650e+00
8.808522e+02,2.198392e-02,1.521700e+00,-1.812310e-01,2.471672e-01,2.592142e+00,1.053925e+00,5.195195e+00
8.796609e+02,2.229353e-02,3.587961e-01,4.477150e-01,2.470554e-01,2.520014e+00,1.050327e+00,5.374510e+00
8.790643e+02,2.259963e-02,9.052594e-01,5.458788e-01,2.470659e-01,2.461498e+00,1.043855e+00,5.559181e+00
8.796790e+02,2.231985e-02,-3.071271e-01,-1.036623e+00,2.470619e-01,2.546277e+00,1.036626e+00,5.244963e+00
8.784634e+02,2.231019e-02,-6.014608e-01,5.107079e-01,2.468098e-01,2.520388e+00,1.050433e+00,5.346133e+00
8.792216e+02,2.238222e-02,1.706768e+00,-1.393835e+00,2.470050e-01,2.538164e+00,1.033332e+00,5.304302e+00
8.794597e+02,2.243434e-02,2.162047e-01,-6.256241e-01,2.470665e-01,2.517379e+00,1.037604e+00,5.347294e+00
8.793483e+02,2.200038e-02,8.048806e-01,1.075723e+00,2.468672e-01,2.564640e+00,1.063816e+00,5.281864e+00
8.798745e+02,2.204765e-02,1.237400e-01,3.567563e-01,2.469925e-01,2.568863e+00,1.055889e+00,5.229811e+00
8.796068e+02,2.233154e-02,-5.865157e-01,-3.044778e-01,2.470540e-01,2.527951e+00,1.042321e+00,5.303653e+00
8.798010e+02,2.219277e-02,1.098289e-02,4.464610e-01,2.470424e-01,2.539774e+00,1.052835e+00,5.310021e+00
8.789870e+02,2.249680e-02,1.435994e+00,-6.009225e-02,2.470082e-01,2.492284e+00,1.041677e+00,5.465397e+00
8.799387e+02,2.225272e-02,5.552401e-01,1.257850e-02,2.470969e-01,2.534763e+00,1.047818e+00,5.324804e+00
8.803774e+02,2.200982e-02,-1.711473e+00,6.568185e-01,2.470703e-01,2.575953e+00,1.058401e+00,5.181360e+00
8.788179e+02,2.210980e-02,-2.152445e-01,-7.273677e-01,2.468013e-01,2.576853e+00,1.044565e+00,5.161995e+00
8.788674e+02,2.188755e-02,1.782294e+00,4.033641e-02,2.467159e-01,2.601406e+00,1.058010e+00,5.171118e+00
8.802015e+02,2.226488e-02,-2.137969e-01,-3.122682e-01,2.471578e-01,2.542841e+00,1.044302e+00,5.278589e+00
8.792852e+02,2.227174e-02,-1.800479e+00,-1.585603e+00,2.469515e-01,2.572081e+00,1.032746e+00,5.122065e+00
8.802423e+02,2.223633e-02,1.893049e+00,-9.204558e-01,2.471526e-01,2.557659e+00,1.041204e+00,5.275317e+00
8.791345e+02,2.246183e-02,6.823925e-01,1.568206e+00,2.470165e-01,2.468684e+00,1.056597e+00,5.566125e+00
8.802730e+02,2.247978e-02,-7.001286e-02,3.847233e-01,2.472599e-01,2.490230e+00,1.045160e+00,5.452530e+00
8.794789e+02,2.227444e-02,-3.714177e-01,-1.323588e+00,2.470025e-01,2.564867e+00,1.035772e+00,5.186485e+00
8.795549e+02,2.197980e-02,1.082352e+00,-1.540354e+00,2.468953e-01,2.618620e+00,1.042294e+00,5.068539e+00
8.803388e+02,2.239259e-02,-5.419834e-01,-1.121639e-01,2.472254e-01,2.516121e+00,1.042838e+00,5.348520e+00
8.791829e+02,2.238330e-02,1.148256e+00,1.561187e+00,2.469951e-01,2.478713e+00,1.058290e+00,5.546426e+00
8.788353e+02,2.234641e-02,5.421953e-01,-1.867581e-01,2.469061e-01,2.522133e+00,1.043831e+00,5.346155e+00
8.791309e+02,2.244722e-02,2.446819e-01,1.307000e+00,2.470076e-01,2.478773e+00,1.054281e+00,5.520010e+00
8.796714e+02,2.212528e-02,1.455148e-01,3.519308e-01,2.469849e-01,2.556070e+00,1.053926e+00,5.267371e+00
8.784605e+02,2.260131e-02,-1.749680e-01,4.712505e-01,2.469356e-01,2.462321e+00,1.042522e+00,5.518219e+00
8.797825e+02,2.215609e-02,1.045640e+00,-1.335721e+00,2.470166e-01,2.581601e+00,1.039368e+00,5.172130e+00
8.790767e+02,2.241238e-02,-8.653428e-01,9.375229e-01,2.469782e-01,2.490036e+00,1.050843e+00,5.440308e+00
8.800887e+02,2.204690e-02,-1.621925e+00,-3.349320e-01,2.470238e-01,2.589601e+00,1.049125e+00,5.118237e+00
8.779634e+02,2.216046e-02,6.144401e-01,8.630925e-01,2.466490e-01,2.538872e+00,1.057835e+00,5.333175e+00
8.789281e+02,2.252746e-02,6.312383e-01,-8.141700e-01,2.470044e-01,2.505501e+00,1.034066e+00,5.388150e+00
8.783881e+02,2.226087e-02,4.802412e-01,1.770493e-01,2.467760e-01,2.528566e+00,1.048687e+00,5.337525e+00
8.789043e+02,2.242599e-02,4.077284e-01,3.520030e-01,2.469572e-01,2.497140e+00,1.046224e+00,5.433014e+00
8.795486e+02,2.233554e-02,-3.205404e-01,-1.540333e-01,2.470445e-01,2.528069e+00,1.043885e+00,5.320367e+00
8.792925e+02,2.228426e-02,7.874827e-01,4.045452e-01,2.469750e-01,2.523563e+00,1.050826e+00,5.370507e+00
8.792480e+02,2.250458e-02,-4.555813e-02,-2.663971e-01,2.470485e-01,2.496816e+00,1.038602e+00,5.410268e+00
8.793045e+02,2.226450e-02,-4.871136e-01,-6.490598e-01,2.469591e-01,2.546903e+00,1.041169e+00,5.243667e+00
8.795220e+02,2.203289e-02,-3.118913e-01,1.605483e+00,2.469080e-01,2.548467e+00,1.066938e+00,5.311022e+00
8.787949e+02,2.217951e-02,2.020640e+00,1.048953e+00,2.468388e-01,2.526214e+00,1.059520e+00,5.413608e+00
8.798241e+02,2.238268e-02,-1.734976e+00,-7.608647e-01,2.471187e-01,2.531001e+00,1.036598e+00,5.256090e+00
8.797976e+02,2.235933e-02,4.997881e-01,5.684443e-01,2.471112e-01,2.505143e+00,1.049814e+00,5.427029e+00
8.796310e+02,2.206494e-02,-1.679110e+00,-7.426789e-01,2.469373e-01,2.592664e+00,1.045139e+00,5.089858e+00
8.797339e+02,2.219135e-02,-1.082333e-01,-1.184685e+00,2.470142e-01,2.577700e+00,1.039342e+00,5.162334e+00
8.795779e+02,2.221274e-02,-4.336275e-01,1.033809e+00,2.470030e-01,2.526830e+00,1.057486e+00,5.353827e+00
8.806210e+02,2.224518e-02,-2.085028e+00,-1.704100e+00,2.472182e-01,2.580886e+00,1.032489e+00,5.092719e+00
8.793477e+02,2.209361e-02,3.890376e-01,9.268559e-01,2.469072e-01,2.548867e+00,1.059807e+00,5.310029e+00
8.792158e+02,2.220574e-02,-3.800381e-01,-2.527223e-01,2.469190e-01,2.553021e+00,1.046529e+00,5.240252e+00
8.789479e+02,2.219071e-02,-2.099206e+00,-2.115466e-01,2.468525e-01,2.557005e+00,1.045951e+00,5.187321e+00
8.787806e+02,2.241573e-02,8.395681e-01,4.097512e-01,2.469272e-01,2.496380e+00,1.046982e+00,5.452561e+00
8.786533e+02,2.242137e-02,1.435006e+00,5.811988e-01,2.469109e-01,2.490720e+00,1.048740e+00,5.487854e+00
8.788667e+02,2.227813e-02,1.490124e+00,-8.263432e-01,2.468853e-01,2.546570e+00,1.040526e+00,5.288612e+00
8.793576e+02,2.224119e-02,3.589564e-01,7.177256e-01,2.469741e-01,2.524805e+00,1.054021e+00,5.370821e+00
8.796006e+02,2.232099e-02,4.605814e-02,1.133705e-01,2.470529e-01,2.520331e+00,1.046480e+00,5.353191e+00
8.794307e+02,2.217751e-02,1.328157e+00,-1.256055e+00,2.469541e-01,2.574808e+00,1.039739e+00,5.197414e+00
8.789407e+02,2.212798e-02,1.682384e+00,-1.698745e-01,2.468351e-01,2.557938e+00,1.049852e+00,5.277366e+00
8.799401e+02,2.215897e-02,1.133569e+00,1.381279e+00,2.470635e-01,2.526076e+00,1.062926e+00,5.401698e+00
8.798436e+02,2.220478e-02,-9.415376e-01,1.676595e+00,2.470521e-01,2.517318e+00,1.063050e+00,5.390536e+00
8.793042e+02,2.212548e-02,2.013449e-01,7.173485e-01,2.469031e-01,2.546972e+00,1.057079e+00,5.298377e+00
8.790083e+02,2.232431e-02,4.395161e-01,-1.190343e+00,2.469315e-01,2.548416e+00,1.035690e+00,5.252976e+00
8.797291e+02,2.240946e-02,-1.809617e+00,4.906069e-01,2.471094e-01,2.506469e+00,1.046923e+00,5.365586e+00
8.795128e+02,2.206194e-02,4.693607e-01,8.508609e-01,2.469256e-01,2.556018e+00,1.060220e+00,5.286888e+00
8.785311e+02,2.230377e-02,2.272992e+00,7.257080e-01,2.468337e-01,2.508275e+00,1.053551e+00,5.457859e+00
8.793592e+02,2.226701e-02,6.399362e-01,7.849543e-01,2.469800e-01,2.518960e+00,1.054260e+00,5.395145e+00
8.795572e+02,2.235123e-02,1.473413e+00,3.632631e-01,2.470632e-01,2.509469e+00,1.048721e+00,5.434820e+00
8.788602e+02,2.229806e-02,1.829147e-01,-7.241234e-02,2.468817e-01,2.533318e+00,1.046002e+00,5.317823e+00
8.795139e+02,2.208196e-02,-7.321832e-02,-6.083675e-01,2.469321e-01,2.582857e+00,1.046526e+00,5.161554e+00
8.785271e+02,2.211064e-02,3.812714e-01,-1.897936e+00,2.467317e-01,2.603597e+00,1.035588e+00,5.076466e+00
8.802017e+02,2.230441e-02,-8.158266e-01,3.396418e-01,2.471677e-01,2.525034e+00,1.048720e+00,5.331758e+00
8.801488e+02,2.245432e-02,-9.637752e-01,1.860528e-01,2.472274e-01,2.498932e+00,1.043417e+00,5.397163e+00
8.792485e+02,2.196787e-02,1.266305e+00,5.575758e-01,2.468305e-01,2.579369e+00,1.060249e+00,5.238970e+00
8.796181e+02,2.235186e-02,1.372342e+00,-1.337544e+00,2.470673e-01,2.540899e+00,1.034233e+00,5.290055e+00
8.779540e+02,2.247844e-02,-9.911063e-01,6.450167e-01,2.467649e-01,2.485515e+00,1.046727e+00,5.435468e+00
8.787062e+02,2.227705e-02,9.679988e-01,2.054545e+00,2.468528e-01,2.489800e+00,1.065381e+00,5.523229e+00
8.792237e+02,2.238253e-02,-8.695998e-02,7.845013e-02,2.469915e-01,2.510925e+00,1.044617e+00,5.375192e+00
8.787567e+02,2.219454e-02,3.398086e-01,-6.166532e-02,2.468242e-01,2.546919e+00,1.048444e+00,5.277107e+00
8.798286e+02,2.228210e-02,4.602186e-01,3.090024e-01,2.470828e-01,2.525640e+00,1.049776e+00,5.357128e+00
8.805984e+02,2.205686e-02,9.943505e-01,2.032337e+00,2.471521e-01,2.531212e+00,1.070993e+00,5.410668e+00
8.786940e+02,2.194835e-02,8.271820e-02,-1.023648e+00,2.466973e-01,2.611646e+00,1.046259e+00,5.068197e+00
8.788975e+02,2.244141e-02,1.410162e+00,2.032069e-01,2.469663e-01,2.498987e+00,1.045437e+00,5.454164e+00
8.795413e+02,2.215225e-02,3.094128e-01,-7.996574e-01,2.469674e-01,2.572969e+00,1.043707e+00,5.187530e+00
8.803667e+02,2.223167e-02,6.241843e-01,-5.470047e-01,2.471748e-01,2.554643e+00,1.043801e+00,5.265193e+00
8.786666e+02,2.209203e-02,-8.332626e-01,-4.959031e-02,2.467535e-01,2.570832e+00,1.050508e+00,5.184928e+00
8.795494e+02,2.208850e-02,2.158659e+00,1.347323e+00,2.469482e-01,2.536658e+00,1.064460e+00,5.400542e+00
8.804928e+02,2.227392e-02,4.698249e-01,1.800991e+00,2.472208e-01,2.499636e+00,1.063414e+00,5.484424e+00
8.784089e+02,2.219056e-02,7.129974e-01,4.481421e-01,2.467467e-01,2.540161e+00,1.053194e+00,5.323761e+00
8.786314e+02,2.235670e-02,-1.608186e+00,-3.765947e-01,2.468598e-01,2.529458e+00,1.040644e+00,5.269987e+00
8.791458e+02,2.236788e-02,-8.227020e-01,2.492739e+00,2.469811e-01,2.469483e+00,1.066327e+00,5.551552e+00
8.790876e+02,2.234813e-02,1.237884e+00,-4.275545e-01,2.469605e-01,2.523843e+00,1.041685e+00,5.358230e+00
8.798876e+02,2.233579e-02,2.868911e-01,-5.711359e-01,2.471094e-01,2.531491e+00,1.040394e+00,5.312209e+00
8.795450e+02,2.253667e-02,-1.913780e+00,-1.774943e+00,2.471228e-01,2.524944e+00,1.024448e+00,5.238180e+00
8.783350e+02,2.213986e-02,1.038290e+00,1.396092e+00,2.467184e-01,2.524415e+00,1.062812e+00,5.395116e+00
8.797092e+02,2.229176e-02,-5.437828e-01,9.682456e-01,2.470647e-01,2.512282e+00,1.054382e+00,5.393729e+00
8.790535e+02,2.246990e-02,1.411317e+00,2.417806e+00,2.470123e-01,2.444391e+00,1.063983e+00,5.683792e+00
8.801647e+02,2.248968e-02,-8.783568e-02,-1.389523e+00,2.472387e-01,2.523659e+00,1.029942e+00,5.301258e+00
8.790234e+02,2.208674e-02,2.047067e-01,1.458171e+00,2.468381e-01,2.542732e+00,1.064716e+00,5.337883e+00
8.790180e+02,2.225315e-02,1.178955e+00,7.013552e-02,2.469064e-01,2.536497e+00,1.048742e+00,5.341096e+00
8.797247e+02,2.250372e-02,-8.974930e-01,8.061002e-01,2.471492e-01,2.475440e+00,1.047468e+00,5.479592e+00
8.798578e+02,2.237621e-02,-9.928468e-01,-1.647777e+00,2.471243e-01,2.549368e+00,1.029724e+00,5.203842e+00
8.796689e+02,2.232929e-02,-1.964984e-01,1.468082e+00,2.470719e-01,2.494327e+00,1.058312e+00,5.465311e+00
8.783886e+02,2.226735e-02,8.271728e-01,7.865168e-01,2.467764e-01,2.516170e+00,1.054242e+00,5.398502e+00
8.797228e+02,2.224243e-02,-1.330877e+00,-3.891003e-02,2.470374e-01,2.543425e+00,1.046714e+00,5.248653e+00
8.787794e+02,2.234323e-02,-1.668035e+00,6.451127e-01,2.468908e-01,2.510397e+00,1.049737e+00,5.347584e+00
8.795412e+02,2.226214e-02,8.237209e-01,-7.654953e-01,2.470087e-01,2.548459e+00,1.040988e+00,5.276978e+00
8.785458e+02,2.229361e-02,-6.029783e-01,-5.794401e-01,2.468128e-01,2.542436e+00,1.040943e+00,5.255300e+00
8.796678e+02,2.231179e-02,-3.922260e-01,-4.634446e-01,2.470562e-01,2.537479e+00,1.041672e+00,5.284405e+00
8.789160e+02,2.219829e-02,-1.856810e+00,-1.852728e+00,2.468474e-01,2.590638e+00,1.032392e+00,5.066922e+00
8.786304e+02,2.237982e-02,-6.789793e-01,8.617585e-01,2.468707e-01,2.496517e+00,1.051198e+00,5.419436e+00
8.798283e+02,2.273714e-02,-7.567297e-03,1.191594e+00,2.472690e-01,2.430627e+00,1.046247e+00,5.656155e+00
8.795450e+02,2.203345e-02,9.303779e-01,-7.013441e-01,2.469226e-01,2.588722e+00,1.047390e+00,5.165477e+00
8.790316e+02,2.234860e-02,-7.712302e-01,3.482030e-01,2.469473e-01,2.512072e+00,1.047375e+00,5.359881e+00
8.802707e+02,2.218597e-02,1.657376e+00,-2.655405e-01,2.471373e-01,2.554978e+00,1.048188e+00,5.292715e+00
8.791356e+02,2.238661e-02,-6.845560e-01,3.282740e-01,2.469847e-01,2.509102e+00,1.046581e+00,5.376855e+00
8.794193e+02,2.230698e-02,-6.830918e-01,-6.275772e-01,2.470041e-01,2.541033e+00,1.040350e+00,5.255662e+00
8.795613e+02,2.241428e-02,1.537358e+00,-8.834252e-01,2.470903e-01,2.522853e+00,1.036796e+00,5.357551e+00
8.790282e+02,2.247633e-02,2.114602e-01,1.052075e+00,2.470059e-01,2.473792e+00,1.050996e+00,5.519711e+00
8.796827e+02,2.232886e-02,-5.520247e-01,-6.387059e-02,2.470681e-01,2.526298e+00,1.044747e+00,5.320021e+00
8.790799e+02,2.246981e-02,-1.551331e-01,2.022109e+00,2.470101e-01,2.460287e+00,1.059955e+00,5.584032e+00
8.791530e+02,2.194836e-02,1.353074e+00,4.630996e-02,2.468021e-01,2.592672e+00,1.056593e+00,5.185093e+00
8.802176e+02,2.253857e-02,1.466203e+00,-9.260780e-01,2.472766e-01,2.501487e+00,1.033339e+00,5.417391e+00
8.787756e+02,2.235626e-02,-8.167932e-01,1.226941e+00,2.468974e-01,2.493309e+00,1.054809e+00,5.439136e+00
8.779523e+02,2.246168e-02,-4.243381e-02,6.308002e-01,2.467743e-01,2.484895e+00,1.047363e+00,5.461920e+00
8.803666e+02,2.211702e-02,9.015683e-02,7.268729e-01,2.471258e-01,2.550432e+00,1.057330e+00,5.299750e+00
8.809296e+02,2.217538e-02,-9.862401e-01,1.190601e+00,2.472561e-01,2.532912e+00,1.059680e+00,5.331959e+00
8.791568e+02,2.232189e-02,-5.568505e-02,-6.527963e-01,2.469621e-01,2.536453e+00,1.039664e+00,5.286837e+00
8.782379e+02,2.229744e-02,5.322860e-03,-1.272533e-01,2.467593e-01,2.532338e+00,1.044998e+00,5.311030e+00
8.792137e+02,2.234246e-02,1.140209e+00,-1.714498e-01,2.469921e-01,2.524379e+00,1.044473e+00,5.364072e+00
8.792283e+02,2.246268e-02,1.207425e+00,-1.290747e+00,2.470407e-01,2.522241e+00,1.031678e+00,5.338552e+00
8.792860e+02,2.203522e-02,-3.292094e-01,-2.635902e-01,2.468600e-01,2.586910e+00,1.050651e+00,5.154477e+00
8.787320e+02,2.244607e-02,-2.139531e-01,1.336379e+00,2.469302e-01,2.476039e+00,1.054148e+00,5.509249e+00
8.797477e+02,2.230124e-02,6.642923e-01,2.373381e-01,2.470696e-01,2.523454e+00,1.048807e+00,5.367953e+00
8.797147e+02,2.226943e-02,-5.851884e-01,-1.346061e+00,2.470486e-01,2.565172e+00,1.035568e+00,5.175959e+00
8.785034e+02,2.207933e-02,5.886402e-01,-1.555839e+00,2.467249e-01,2.599607e+00,1.039017e+00,5.103059e+00
8.798195e+02,2.237546e-02,-8.790649e-02,1.664776e+00,2.471235e-01,2.483953e+00,1.059188e+00,5.506455e+00
8.806316e+02,2.193788e-02,-9.693986e-01,-9.031901e-02,2.470921e-01,2.604025e+00,1.054410e+00,5.103767e+00
8.795032e+02,2.239726e-02,-9.568367e-01,-6.474102e-01,2.470554e-01,2.527094e+00,1.037925e+00,5.288294e+00
8.791976e+02,2.207618e-02,1.447059e+00,-2.739918e-01,2.468660e-01,2.574342e+00,1.050305e+00,5.234504e+00
8.793148e+02,2.230802e-02,-1.564215e-01,-1.477308e+00,2.469784e-01,2.557027e+00,1.033231e+00,5.207214e+00
8.797692e+02,2.228212e-02,1.640354e+00,1.423095e+00,2.470789e-01,2.502726e+00,1.060324e+00,5.490988e+00
8.783616e+02,2.247543e-02,-5.136363e-01,-3.930529e-01,2.468588e-01,2.505603e+00,1.038005e+00,5.365574e+00
8.794986e+02,2.227320e-02,2.912052e-01,1.367402e+00,2.470211e-01,2.509130e+00,1.059298e+00,5.435392e+00
8.791657e+02,2.219588e-02,2.392677e+00,5.165171e-02,2.469188e-01,2.541963e+00,1.050744e+00,5.346973e+00
8.805087e+02,2.222401e-02,-1.057387e+00,1.429532e+00,2.471913e-01,2.517327e+00,1.060093e+00,5.381663e+00
8.792955e+02,2.249093e-02,-1.897814e+00,2.566945e-01,2.470545e-01,2.490637e+00,1.042324e+00,5.393468e+00
8.804007e+02,2.238044e-02,1.286590e+00,8.532327e-01,2.472478e-01,2.496369e+00,1.052555e+00,5.486102e+00
8.787378e+02,2.224216e-02,-8.268091e-01,7.190930e-01,2.468366e-01,2.529296e+00,1.053487e+00,5.333702e+00
8.797524e+02,2.226453e-02,-2.070636e-02,6.232911e-01,2.470557e-01,2.522490e+00,1.052606e+00,5.359703e+00
8.795916e+02,2.206492e-02,-5.859182e-01,3.479345e-01,2.469347e-01,2.567513e+00,1.054923e+00,5.216373e+00
8.788786e+02,2.235827e-02,2.681628e-01,-2.328507e-01,2.469183e-01,2.522643e+00,1.043166e+00,5.336859e+00
8.795064e+02,2.203603e-02,-9.505362e-01,1.915435e+00,2.469091e-01,2.542391e+00,1.069185e+00,5.323218e+00
8.801275e+02,2.241277e-02,-1.799401e-01,-9.069370e-01,2.471957e-01,2.528944e+00,1.036007e+00,5.298519e+00
8.792057e+02,2.231929e-02,4.498153e-01,4.307642e-03,2.469675e-01,2.526482e+00,1.046127e+00,5.347435e+00
8.783848e+02,2.265804e-02,-1.008309e+00,1.488588e-02,2.469388e-01,2.464204e+00,1.036753e+00,5.479251e+00
8.793895e+02,2.213498e-02,-7.000840e-01,4.024408e-01,2.469187e-01,2.553870e+00,1.053787e+00,5.248910e+00
8.788585e+02,2.228460e-02,-3.473828e-01,-4.294726e-01,2.468816e-01,2.541157e+00,1.042708e+00,5.271850e+00
8.791946e+02,2.256974e-02,-1.428815e+00,3.147463e-01,2.470683e-01,2.480433e+00,1.041720e+00,5.441881e+00
8.793510e+02,2.247871e-02,-4.225610e-01,-1.688426e-01,2.470715e-01,2.498234e+00,1.039797e+00,5.396371e+00
8.783766e+02,2.219557e-02,1.187965e-01,-1.581953e+00,2.467461e-01,2.580614e+00,1.035638e+00,5.140538e+00
8.784306e+02,2.233360e-02,-3.995489e-01,9.552286e-03,2.468148e-01,2.523033e+00,1.045041e+00,5.331022e+00
8.796892e+02,2.230030e-02,-2.713765e-01,-1.100565e+00,2.470569e-01,2.552238e+00,1.036927e+00,5.225547e+00
8.790864e+02,2.234229e-02,-1.990167e-02,-1.734386e+00,2.469505e-01,2.557675e+00,1.030780e+00,5.198584e+00
8.778612e+02,2.219520e-02,-6.557435e-01,1.368733e-01,2.466388e-01,2.549303e+00,1.049676e+00,5.253922e+00
