# tau_n,Omegabh2,p_npdg,p_dpHe3g,Yp,DoH,He3oH,Li7oH
8.787440e+02,2.199882e-02,-1.918400e-03,-7.556467e-01,2.467300e-01,2.604239e+00,1.047647e+00,5.102401e+00
8.795734e+02,2.234001e-02,3.034669e-01,5.614334e-02,2.470538e-01,2.520014e+00,1.045786e+00,5.360026e+00
8.801470e+02,2.214047e-02,5.115137e-01,-9.810872e-01,2.470910e-01,2.579220e+00,1.042633e+00,5.178428e+00
8.791412e+02,2.232995e-02,1.416567e-01,-4.136052e-01,2.469568e-01,2.528065e+00,1.041833e+00,5.314550e+00
8.778990e+02,2.206582e-02,-3.971943e-01,-2.621042e-01,2.465920e-01,2.579026e+00,1.049687e+00,5.163479e+00
8.783776e+02,2.238143e-02,-3.324425e-01,-7.258582e-01,2.468245e-01,2.524621e+00,1.037400e+00,5.298999e+00
8.789002e+02,2.245368e-02,-8.175584e-01,-1.215503e+00,2.469514e-01,2.527476e+00,1.031493e+00,5.275570e+00
8.790654e+02,2.218252e-02,4.216168e-01,-1.413517e+00,2.468843e-01,2.575684e+00,1.037385e+00,5.164839e+00
8.791550e+02,2.212946e-02,-9.401517e-02,-2.339748e+00,2.468710e-01,2.611088e+00,1.031315e+00,5.040591e+00
8.794231e+02,2.197660e-02,-6.631738e-01,-1.056346e+00,2.468638e-01,2.614743e+00,1.045122e+00,5.054506e+00
8.792130e+02,2.226004e-02,-6.622448e-01,6.274939e-01,2.469423e-01,2.524850e+00,1.052422e+00,5.335115e+00
8.800296e+02,2.221276e-02,-1.210399e+00,-1.598499e+00,2.470797e-01,2.578562e+00,1.034196e+00,5.119463e+00
8.789944e+02,2.206735e-02,9.788413e-01,-1.368123e+00,2.468163e-01,2.597320e+00,1.040904e+00,5.128424e+00
8.788826e+02,2.236795e-02,7.861767e-02,1.790899e+00,2.469220e-01,2.480773e+00,1.060298e+00,5.519098e+00
8.796873e+02,2.223250e-02,-8.628000e-01,-6.364960e-01,2.470234e-01,2.559035e+00,1.042268e+00,5.206222e+00
8.784786e+02,2.213864e-02,8.085477e-01,3.210460e-01,2.467440e-01,2.550833e+00,1.053356e+00,5.293127e+00
8.796338e+02,2.221681e-02,-5.604488e-01,6.423171e-01,2.470113e-01,2.532955e+00,1.053653e+00,5.318329e+00
8.794615e+02,2.246070e-02,-1.406501e+00,6.625261e-01,2.470762e-01,2.491974e+00,1.047570e+00,5.416865e+00
8.793115e+02,2.239044e-02,1.021222e+00,-1.522314e+00,2.470239e-01,2.541552e+00,1.031691e+00,5.274560e+00
8.803530e+02,2.228050e-02,-5.370970e-01,-2.310597e-01,2.471914e-01,2.540783e+00,1.044543e+00,5.284448e+00
8.790267e+02,2.239287e-02,-4.088991e-01,-1.618227e+00,2.469589e-01,2.547225e+00,1.030046e+00,5.222336e+00
8.806362e+02,2.212586e-02,4.118002e-02,2.446318e+00,2.471902e-01,2.513912e+00,1.072550e+00,5.450212e+00
8.792647e+02,2.230486e-02,1.142589e+00,-1.594875e+00,2.469728e-01,2.554667e+00,1.033149e+00,5.233237e+00
8.786338e+02,2.232210e-02,2.003729e-02,-1.047840e+00,2.468469e-01,2.543652e+00,1.036639e+00,5.250307e+00
8.794420e+02,2.222952e-02,-1.199117e+00,-1.040601e+00,2.469795e-01,2.568343e+00,1.038786e+00,5.159558e+00
8.787543e+02,2.236532e-02,5.438770e-01,-1.496660e+00,2.468942e-01,2.546168e+00,1.032205e+00,5.248989e+00
8.789489e+02,2.218293e-02,-4.849897e-01,1.352594e+00,2.468572e-01,2.524204e+00,1.060725e+00,5.363357e+00
8.796382e+02,2.237647e-02,1.887924e+00,2.422448e+00,2.470968e-01,2.464628e+00,1.067039e+00,5.642349e+00
8.797333e+02,2.238278e-02,-1.119722e-03,-4.757491e-01,2.471038e-01,2.522752e+00,1.039921e+00,5.331783e+00
8.790267e+02,2.186243e-02,-2.235035e+00,-1.320423e+00,2.467276e-01,2.644770e+00,1.045127e+00,4.927110e+00
8.799924e+02,2.247855e-02,3.573650e-01,-2.236925e+00,2.471961e-01,2.542111e+00,1.023345e+00,5.244856e+00
8.800945e+02,2.184286e-02,1.944598e+00,-2.441087e-01,2.469534e-01,2.615367e+00,1.056882e+00,5.135742e+00
8.802618e+02,2.220759e-02,1.575920e+00,-3.163654e-01,2.471441e-01,2.549982e+00,1.046831e+00,5.303830e+00
8.797176e+02,2.245380e-02,1.830954e+00,-6.512961e-01,2.471413e-01,2.508863e+00,1.037568e+00,5.413068e+00
8.802181e+02,2.225241e-02,-1.019760e+00,2.213753e-01,2.471399e-01,2.537830e+00,1.049082e+00,5.286588e+00
8.782715e+02,2.208007e-02,9.121524e-01,3.951731e-01,2.466772e-01,2.558873e+00,1.055473e+00,5.271335e+00
8.792093e+02,2.213594e-02,-7.219945e-01,3.230833e-01,2.468854e-01,2.554388e+00,1.053022e+00,5.241466e+00
8.788798e+02,2.245404e-02,2.242894e-01,-3.161249e-01,2.469556e-01,2.504232e+00,1.039460e+00,5.387223e+00
8.794715e+02,2.201177e-02,-1.272952e+00,-1.101622e+00,2.468829e-01,2.610963e+00,1.043635e+00,5.049641e+00
8.790571e+02,2.246935e-02,-6.444558e-01,6.658331e-01,2.470064e-01,2.487651e+00,1.047483e+00,5.446737e+00
8.793003e+02,2.229173e-02,-6.762467e-01,1.251376e-02,2.469753e-01,2.533712e+00,1.046273e+00,5.298118e+00
8.805293e+02,2.212114e-02,8.985553e-01,8.883575e-01,2.471557e-01,2.547089e+00,1.059680e+00,5.330155e+00
8.792982e+02,2.221253e-02,8.007191e-01,7.900755e-01,2.469434e-01,2.529273e+00,1.056000e+00,5.367831e+00
8.796483e+02,2.214742e-02,2.768197e-01,-1.421762e+00,2.469852e-01,2.584141e+00,1.038164e+00,5.144952e+00
8.792606e+02,2.242993e-02,-1.350421e+00,-1.434222e+00,2.470204e-01,2.538275e+00,1.030185e+00,5.230174e+00
8.794454e+02,2.240986e-02,-3.116394e-01,-7.555407e-01,2.470571e-01,2.525548e+00,1.036991e+00,5.307538e+00
8.794036e+02,2.204213e-02,-7.461165e-01,-1.056265e+00,2.468896e-01,2.601530e+00,1.043604e+00,5.080807e+00
8.796690e+02,2.223946e-02,8.696758e-01,7.552518e-01,2.470348e-01,2.527250e+00,1.055106e+00,5.388983e+00
8.800992e+02,2.217052e-02,1.178185e+00,3.513097e-01,2.470916e-01,2.544310e+00,1.053292e+00,5.328706e+00
8.803884e+02,2.249403e-02,1.056386e+00,1.099184e+00,2.472935e-01,2.468124e+00,1.051416e+00,5.566321e+00
8.795858e+02,2.209749e-02,-7.552194e-01,3.964868e-01,2.469503e-01,2.557830e+00,1.054251e+00,5.235895e+00
8.797537e+02,2.254063e-02,-2.739533e+00,2.086496e-01,2.471633e-01,2.486207e+00,1.040529e+00,5.385943e+00
8.787095e+02,2.229501e-02,-1.766962e+00,1.199730e+00,2.468558e-01,2.505234e+00,1.055456e+00,5.376252e+00
8.793473e+02,2.212571e-02,1.421627e+00,4.697273e-01,2.469206e-01,2.552515e+00,1.055727e+00,5.312774e+00
8.799642e+02,2.219841e-02,-4.012549e-01,6.810096e-02,2.470796e-01,2.548488e+00,1.049105e+00,5.271775e+00
8.799196e+02,2.217976e-02,-7.507246e-01,1.480453e+00,2.470568e-01,2.525018e+00,1.062004e+00,5.365932e+00
8.795270e+02,2.210881e-02,1.642660e+00,1.151809e-01,2.469472e-01,2.559261e+00,1.052995e+00,5.288958e+00
8.799318e+02,2.231422e-02,1.265160e+00,-3.043406e-01,2.471180e-01,2.529628e+00,1.043956e+00,5.350818e+00
8.796945e+02,2.211581e-02,2.444872e-02,-8.378233e-01,2.469769e-01,2.581638e+00,1.044131e+00,5.161033e+00
8.801202e+02,2.197295e-02,-2.934031e-01,7.030255e-01,2.470098e-01,2.578423e+00,1.060810e+00,5.201648e+00
8.795736e+02,2.224305e-02,-1.321012e-01,1.237051e+00,2.470146e-01,2.519272e+00,1.058909e+00,5.389642e+00
8.791866e+02,2.202957e-02,2.271628e-01,-5.058740e-02,2.468392e-01,2.579478e+00,1.052820e+00,5.190212e+00
8.796015e+02,2.218718e-02,1.600047e+00,1.307916e+00,2.469980e-01,2.520973e+00,1.061350e+00,5.432736e+00
8.776416e+02,2.216363e-02,4.224674e-01,-1.970015e+00,2.465783e-01,2.589798e+00,1.032995e+00,5.106942e+00
8.796297e+02,2.216932e-02,7.260290e-01,-5.545337e-02,2.469959e-01,2.554897e+00,1.049527e+00,5.274870e+00
8.772110e+02,2.260014e-02,1.169270e+00,-4.009491e-02,2.466841e-01,2.470577e+00,1.038503e+00,5.514230e+00
8.783659e+02,2.230846e-02,-1.169676e+00,-7.269944e-01,2.467881e-01,2.543790e+00,1.039051e+00,5.230949e+00
8.796711e+02,2.233681e-02,7.548619e-01,2.383861e+00,2.470763e-01,2.473581e+00,1.066964e+00,5.580010e+00
8.796865e+02,2.203354e-02,-2.945688e-01,-6.619263e-02,2.469376e-01,2.581622e+00,1.052572e+00,5.169319e+00
8.787025e+02,2.220191e-02,-2.516095e+00,-4.077308e-01,2.467967e-01,2.559994e+00,1.043620e+00,5.164362e+00
8.789727e+02,2.233230e-02,-2.128170e+00,2.596211e-02,2.469232e-01,2.528495e+00,1.044744e+00,5.269136e+00
8.802223e+02,2.214632e-02,-1.018118e+00,-2.002814e+00,2.470971e-01,2.601933e+00,1.033118e+00,5.054160e+00
8.791096e+02,2.243621e-02,5.312232e-01,-7.598679e-01,2.470009e-01,2.517831e+00,1.036706e+00,5.345023e+00
8.807458e+02,2.211960e-02,1.137996e-01,9.832400e-01,2.472051e-01,2.545328e+00,1.059766e+00,5.319080e+00
8.793988e+02,2.225705e-02,1.843667e-01,-6.289454e-01,2.469783e-01,2.553364e+00,1.042393e+00,5.250119e+00
8.796448e+02,2.221209e-02,1.950943e+00,-8.288752e-01,2.470195e-01,2.556415e+00,1.042336e+00,5.275686e+00
8.803701e+02,2.232465e-02,-1.269090e+00,1.309526e+00,2.472048e-01,2.501740e+00,1.056375e+00,5.417559e+00
8.794786e+02,2.220393e-02,-2.743335e-02,1.340254e+00,2.469814e-01,2.521445e+00,1.060562e+00,5.384666e+00
8.787986e+02,2.225937e-02,3.044355e-01,5.169905e-01,2.468579e-01,2.524288e+00,1.051726e+00,5.356944e+00
8.793342e+02,2.226458e-02,-7.362731e-01,-4.551173e-01,2.469720e-01,2.547054e+00,1.043074e+00,5.243515e+00
8.793786e+02,2.218984e-02,2.832675e-02,-2.394711e-01,2.469509e-01,2.556559e+00,1.047159e+00,5.246401e+00
8.785812e+02,2.237276e-02,-1.599949e+00,-8.041500e-01,2.468579e-01,2.535929e+00,1.036739e+00,5.242859e+00
8.792465e+02,2.233576e-02,1.409906e+00,-9.947731e-01,2.469900e-01,2.538961e+00,1.037412e+00,5.308688e+00
8.789547e+02,2.228671e-02,-6.816146e-01,-1.044416e+00,2.469000e-01,2.553532e+00,1.037345e+00,5.208245e+00
8.799546e+02,2.223543e-02,2.031400e+00,-6.180544e-01,2.470937e-01,2.547213e+00,1.043525e+00,5.312215e+00
8.794208e+02,2.241948e-02,-3.247432e-02,-1.034721e+00,2.470530e-01,2.528544e+00,1.034428e+00,5.298580e+00
8.792303e+02,2.226462e-02,1.028054e+00,-1.563705e+00,2.469488e-01,2.563308e+00,1.034382e+00,5.212229e+00
8.793363e+02,2.225400e-02,-5.330287e-02,2.194027e-01,2.469714e-01,2.530589e+00,1.049097e+00,5.323088e+00
8.795339e+02,2.231570e-02,-3.074383e-02,2.345956e-01,2.470391e-01,2.518861e+00,1.047583e+00,5.359141e+00
8.797701e+02,2.255449e-02,-5.840293e-01,1.700793e+00,2.471922e-01,2.448901e+00,1.054596e+00,5.597046e+00
8.788002e+02,2.209895e-02,1.191239e-01,-6.683384e-01,2.467848e-01,2.576858e+00,1.045488e+00,5.175012e+00
8.787750e+02,2.241548e-02,3.179987e-01,2.961006e-01,2.469213e-01,2.502924e+00,1.046092e+00,5.413945e+00
8.800628e+02,2.201602e-02,-7.842585e-01,3.127126e-01,2.470128e-01,2.580304e+00,1.056172e+00,5.177964e+00
8.791526e+02,2.233259e-02,-1.250444e-01,-2.538376e-01,2.469691e-01,2.529242e+00,1.043105e+00,5.318015e+00
8.785499e+02,2.253626e-02,-6.100989e-01,7.443336e-01,2.469254e-01,2.471466e+00,1.046454e+00,5.493173e+00
8.796663e+02,2.237330e-02,2.299664e+00,7.752292e-01,2.470901e-01,2.492596e+00,1.052020e+00,5.514180e+00
8.796780e+02,2.232559e-02,-8.973077e-02,3.274111e-01,2.470690e-01,2.518250e+00,1.048481e+00,5.364870e+00
8.784816e+02,2.221593e-02,1.545232e+00,-2.556397e-01,2.467857e-01,2.541809e+00,1.046582e+00,5.313298e+00
8.795377e+02,2.230466e-02,-1.956223e-01,-3.575301e-01,2.470269e-01,2.538408e+00,1.043188e+00,5.287005e+00
8.798413e+02,2.226219e-02,2.592876e-01,-1.367754e+00,2.470679e-01,2.563556e+00,1.035727e+00,5.204902e+00
8.796246e+02,2.218210e-02,-1.321364e+00,-8.059178e-01,2.469919e-01,2.570075e+00,1.041518e+00,5.161532e+00
8.797792e+02,2.225652e-02,-4.470726e-01,-6.220075e-01,2.470573e-01,2.551579e+00,1.041985e+00,5.237174e+00
8.785574e+02,2.232976e-02,2.105347e-01,-1.123972e+00,2.468320e-01,2.548340e+00,1.036120e+00,5.247126e+00
8.795986e+02,2.218492e-02,1.586004e+00,4.399240e-01,2.469966e-01,2.539115e+00,1.054033e+00,5.349909e+00
8.792184e+02,2.217906e-02,2.219828e-01,1.196628e+00,2.469161e-01,2.525092e+00,1.059483e+00,5.378109e+00
8.791103e+02,2.209596e-02,1.383720e+00,-9.080624e-01,2.468527e-01,2.581006e+00,1.044233e+00,5.190289e+00
8.799223e+02,2.235861e-02,6.407291e-01,2.834414e-01,2.471347e-01,2.515866e+00,1.048108e+00,5.393347e+00
8.802876e+02,2.238180e-02,1.627401e+00,-1.034111e+00,2.472197e-01,2.529729e+00,1.036232e+00,5.336132e+00
8.804766e+02,2.233475e-02,-5.904222e-02,-3.049222e-01,2.472351e-01,2.528815e+00,1.042789e+00,5.322492e+00
8.801889e+02,2.244478e-02,2.390223e+00,-6.903296e-01,2.472351e-01,2.510127e+00,1.037983e+00,5.423457e+00
8.793342e+02,2.231318e-02,-4.853962e-01,6.018956e-01,2.469887e-01,2.516534e+00,1.050985e+00,5.367154e+00
8.796116e+02,2.235880e-02,-7.664618e-01,-6.787882e-01,2.470621e-01,2.531667e+00,1.038490e+00,5.277873e+00
8.798601e+02,2.234558e-02,-1.210053e+00,1.011660e+00,2.471066e-01,2.507122e+00,1.053586e+00,5.392666e+00
8.794727e+02,2.228627e-02,2.331025e+00,-2.457208e-01,2.470229e-01,2.531271e+00,1.045714e+00,5.371821e+00
8.794785e+02,2.222038e-02,8.194476e-01,-6.496037e-01,2.469846e-01,2.555009e+00,1.043269e+00,5.254910e+00
8.798943e+02,2.263212e-02,-3.341207e-01,-1.253305e+00,2.472357e-01,2.494871e+00,1.027035e+00,5.383661e+00
